ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: _wpcom_is_markdown,Download 1 name,Download 1 URL,Download 2 name,Download 2 URL
0,simple,woo-long-sleeve-tee,Long Sleeve Tee,1,0,visible,"<p>Transition seamlessly between seasons with this <strong>comfortable long-sleeve tee</strong> in a fresh green color. Perfect for layering or wearing on its own.</p> <p>✓ Soft cotton fabric<br>✓ Crew neck design<br>✓ Classic fit<br>✓ All-season wear<br>✓ Easy care</p>","<h3>The Perfect Transition Piece</h3><p>Bridge the gap between seasons with our <strong>Long Sleeve Tee in Fresh Green</strong>. This versatile essential is your solution for unpredictable weather and year-round comfort.</p><h3>All-Season Comfort</h3><p>Not too heavy, not too light – this long-sleeve tee hits the sweet spot for comfortable wear in spring, fall, and even mild winter days. The breathable cotton fabric regulates temperature naturally, keeping you comfortable whether you're indoors or out.</p><h3>Fresh Green Color</h3><p>Stand out with this vibrant yet wearable green shade. It's fresh and modern without being too loud, making it easy to incorporate into your existing wardrobe. The color pairs beautifully with denim, khakis, and neutral colors.</p><h3>Versatile Styling Options</h3><p>Wear it solo for a clean, casual look, or layer it under jackets, vests, or hoodies when you need extra warmth. The fitted crew neck makes it ideal for layering without adding bulk. Roll up the sleeves for a more relaxed vibe on warmer days.</p><h3>Quality That Lasts</h3><p>Crafted from soft, pre-shrunk cotton that maintains its shape and color wash after wash. The crew neckline is reinforced to prevent stretching, and the shoulder seams are double-stitched for durability.</p><h3>Why Choose This Tee</h3><ul><li>Soft, breathable cotton fabric</li><li>Classic crew neck design</li><li>Fresh, vibrant green color</li><li>Perfect sleeve length</li><li>Regular fit - not too tight or loose</li><li>Pre-shrunk for consistent sizing</li><li>Reinforced neckline and seams</li><li>Easy care - machine washable</li></ul><h3>Perfect For</h3><ul><li>Casual everyday wear</li><li>Layering under jackets or hoodies</li><li>Weekend activities</li><li>Transitional weather</li><li>Relaxed work environments</li></ul>",,,taxable,,1,,0,0,1,7,5,1,1,,,25,Brandy Clothing > Brandy Tshirts,Brandy Demo,,https://images.wpbrandy.com/uploads/wc-product-compress-img-long-sleeve-tee-2.webp,,,,,,,,,0,Color,Green,1,1,,,,,1,,,,
0,simple,woo-polo,Polo,1,0,visible,"<p>Elevate your casual wardrobe with this <strong>classic polo shirt</strong> in sophisticated blue. Features a timeless collar design and button placket.</p> <p>✓ Breathable piqué cotton<br>✓ Ribbed collar and cuffs<br>✓ Smart casual style<br>✓ Perfect for any occasion</p>","<h3>Smart Casual Perfection</h3><p>Strike the perfect balance between casual and polished with our <strong>Classic Blue Polo Shirt</strong>. This timeless piece effortlessly elevates your look while maintaining comfortable, relaxed vibes.</p><h3>Premium Piqué Cotton</h3><p>Crafted from authentic piqué cotton, this polo features the distinctive textured surface that's synonymous with quality. The <strong>breathable piqué weave</strong> allows air to circulate freely, keeping you cool and comfortable even on warm days. Unlike flat-knit fabrics, piqué maintains its structure and resists wrinkling.</p><h3>Sophisticated Blue Shade</h3><p>The refined blue color exudes confidence and sophistication. It's versatile enough for business casual settings yet relaxed enough for weekend gatherings. This shade pairs effortlessly with khakis, chinos, jeans, or even shorts.</p><h3>Classic Design Details</h3><p>The traditional collar with button placket adds a refined touch that sets polo shirts apart. <strong>Ribbed collar and cuffs</strong> provide structure and help the shirt maintain its shape. The two or three-button placket allows you to adjust your look – buttoned up for more formal settings or relaxed for casual occasions.</p><h3>Versatile Wardrobe Essential</h3><p>Perfect for golf outings, casual Fridays at the office, dinner dates, or weekend barbecues. This polo transitions seamlessly from one occasion to another, making it one of the hardest-working pieces in your wardrobe.</p><h3>Features</h3><ul><li>Premium piqué cotton fabric</li><li>Breathable and moisture-wicking</li><li>Classic collar with button placket</li><li>Ribbed collar and cuff details</li><li>Sophisticated blue color</li><li>Regular fit</li><li>Reinforced side seams</li><li>Easy care - machine washable</li></ul><h3>Styling Tips</h3><p>For smart casual: Pair with chinos and loafers. For weekend wear: Style with jeans and sneakers. For sporty looks: Match with shorts and athletic shoes.</p>",,,taxable,,1,,0,0,0.8,6,5,1,1,,,20,Brandy Clothing > Brandy Tshirts,Brandy Demo,,https://images.wpbrandy.com/uploads/wc-product-compress-img-polo-2.webp,,,,,,,,,0,Color,Blue,1,1,,,,,1,,,,
0,"simple, downloadable, virtual",woo-album,Album,1,0,visible,"<p><strong>Digital music album download</strong> - Instant access to high-quality audio tracks. Perfect for music lovers who want to enjoy their favorite tunes anywhere.</p> <p>✓ High-quality MP3 format<br>✓ Instant digital download<br>✓ Includes 2 bonus tracks<br>✓ No physical shipping required</p>","<h3>Your Favorite Music, Instantly</h3><p>Experience the convenience of digital music with our <strong>Complete Album Download</strong>. Get instant access to all your favorite tracks in high-quality audio format – no waiting for shipping, no physical storage needed.</p><h3>High-Quality Audio Experience</h3><p>Enjoy crystal-clear sound with <strong>high-quality MP3 files</strong> that capture every note, beat, and vocal nuance. Our files are encoded at optimal bitrates to ensure excellent audio quality while remaining compatible with all your devices.</p><h3>Instant Digital Delivery</h3><p>As soon as your purchase is complete, you'll receive immediate access to download your album. No waiting days for delivery – start enjoying your music within seconds of purchase. Downloads are available 24/7 from your account dashboard.</p><h3>Bonus Content Included</h3><p>This album comes with <strong>2 exclusive bonus tracks</strong> that aren't available on streaming services. These special recordings add extra value and give you content you won't find anywhere else.</p><h3>Play Anywhere</h3><p>Once downloaded, the music is yours to keep forever. Play it on your smartphone, computer, tablet, MP3 player, or any device that supports digital audio. No subscription required, no monthly fees – just pure music ownership.</p><h3>What You Get</h3><ul><li>Complete album in high-quality MP3 format</li><li>2 exclusive bonus tracks</li><li>Instant digital download</li><li>Lifetime access to re-download</li><li>DRM-free files - no restrictions</li><li>Compatible with all devices</li><li>Digital booklet with lyrics (PDF)</li><li>Album artwork included</li></ul><h3>Features</h3><ul><li>Download limit: Unlimited</li><li>File format: MP3</li><li>Audio quality: 320kbps</li><li>Total tracks: 12 (including 2 bonus)</li><li>Total runtime: Approximately 45 minutes</li></ul><h3>How It Works</h3><p>After purchase, check your email for download links, or access your files directly from your account dashboard. Files can be re-downloaded at any time – we keep them safely stored for you.</p>",,,taxable,,1,,0,0,,,,,1,,,15,Brandy Music,Brandy Demo,,https://images.wpbrandy.com/uploads/wc-product-compress-img-album-1.webp,1,1,,,,,,,0,,,,,,,,,1,Single 1,https://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2017/08/single.jpg,Single 2,https://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2017/08/album.jpg
0,"simple, downloadable, virtual",woo-single,Single,1,0,visible,"<p><strong>Digital music single download</strong> - Get your favorite track instantly. High-quality audio file delivered right after purchase.</p> <p>✓ Instant download<br>✓ High-quality audio<br>✓ DRM-free MP3<br>✓ Play on any device<br>✓ Lifetime access</p>","<h3>Your Favorite Track, Ready to Play</h3><p>Get instant access to this amazing single track with our <strong>Digital Music Download</strong>. Perfect for music lovers who want to own their favorite songs without subscriptions or streaming limitations.</p><h3>High-Fidelity Audio</h3><p>Enjoy studio-quality sound with our <strong>high-bitrate MP3 files</strong>. Every instrument, every vocal, every beat comes through crystal clear. This isn't compressed streaming audio – it's the real deal, encoded to preserve the artist's intended sound.</p><h3>Instant Gratification</h3><p>No waiting, no physical delivery needed. As soon as you complete your purchase, your track is ready to download. Get your music in seconds and start listening immediately. Perfect for those moments when you just discovered a new song and can't wait to have it in your collection.</p><h3>True Digital Ownership</h3><p>Unlike streaming services where access depends on subscriptions and licensing agreements, this download is yours forever. The file is <strong>DRM-free</strong>, meaning no restrictions on how you use it. Transfer it between devices, create playlists, burn to CD – it's your music, your way.</p><h3>Universal Compatibility</h3><p>Play your track on any device: iPhone, Android, computer, MP3 player, car stereo, or any device that supports audio files. The standard MP3 format ensures compatibility everywhere.</p><h3>What's Included</h3><ul><li>High-quality MP3 file (320kbps)</li><li>Instant download access</li><li>DRM-free - no restrictions</li><li>Lifetime re-download access</li><li>Compatible with all devices</li><li>High-resolution album art</li></ul><h3>Track Details</h3><ul><li>Format: MP3</li><li>Quality: 320kbps (near-CD quality)</li><li>Duration: Approximately 3-4 minutes</li><li>File size: Approximately 8-10MB</li></ul><h3>Easy Download Process</h3><p>After purchase, find your download link in your email confirmation or in your account dashboard. Click to download, and the file is instantly saved to your device. You can re-download anytime from your account.</p>",,,taxable,,1,,0,0,,,,,1,,2,3,Brandy Music,Brandy Demo,,https://images.wpbrandy.com/uploads/wc-product-compress-img-single-1.webp,1,1,,,,,,,0,,,,,,,,,1,Single,https://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2017/08/single.jpg,,
0,variation,woo-vneck-tee-red,V-Neck T-Shirt - Red,1,0,visible,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,taxable,,1,,0,0,,,,,0,,,20,,Brandy Demo,,https://images.wpbrandy.com/uploads/wc-product-compress-img-vneck-tee-2.webp,,,woo-vneck-tee,,,,,,0,Color,Red,,1,Size,,,1,,,,,
0,variation,woo-vneck-tee-green,V-Neck T-Shirt - Green,1,0,visible,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,taxable,,1,,0,0,,,,,0,,,20,,Brandy Demo,,https://images.wpbrandy.com/uploads/wc-product-compress-img-vnech-tee-green-1.webp,,,woo-vneck-tee,,,,,,0,Color,Green,,1,Size,,,1,,,,,
0,variation,woo-vneck-tee-blue,V-Neck T-Shirt - Blue,1,0,visible,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,taxable,,1,,0,0,,,,,0,,,15,,Brandy Demo,,https://images.wpbrandy.com/uploads/wc-product-compress-img-vnech-tee-blue-1.webp,,,woo-vneck-tee,,,,,,0,Color,Blue,,1,Size,,,1,,,,,
0,variation,woo-hoodie-red,"Hoodie - Red, No",1,0,visible,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,taxable,,1,,0,0,,,,,0,,42,45,,Brandy Demo,,https://images.wpbrandy.com/uploads/wc-product-compress-img-hoodie-2.webp,,,woo-hoodie,,,,,,1,Color,Red,,1,Logo,No,,0,,,,,
0,variation,woo-hoodie-green,"Hoodie - Green, No",1,0,visible,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,taxable,,1,,0,0,,,,,0,,,45,,Brandy Demo,,https://images.wpbrandy.com/uploads/wc-product-compress-img-hoodie-green-1.webp,,,woo-hoodie,,,,,,2,Color,Green,,1,Logo,No,,0,,,,,
0,variation,woo-hoodie-blue,"Hoodie - Blue, No",1,0,visible,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,taxable,,1,,0,0,,,,,0,,,45,,Brandy Demo,,https://images.wpbrandy.com/uploads/wc-product-compress-img-hoodie-blue-1.webp,,,woo-hoodie,,,,,,3,Color,Blue,,1,Logo,No,,0,,,,,
0,simple,Woo-tshirt-logo,T-Shirt with Logo,1,0,visible,"<p>Make a statement with this <strong>branded t-shirt featuring our iconic logo</strong>. Comfortable gray fabric meets bold design for everyday style.</p> <p>✓ Soft cotton material<br>✓ Eye-catching logo print<br>✓ Regular fit<br>✓ Perfect for casual wear</p>","<h3>Branded Style That Makes a Statement</h3><p>Express your brand loyalty with our <strong>T-Shirt with Logo</strong>. This isn't just another graphic tee – it's a statement piece that combines comfortable everyday wear with bold, eye-catching branding.</p><h3>Iconic Logo Design</h3><p>The front features our <strong>signature logo prominently displayed</strong> using high-quality printing techniques. The design is bold enough to stand out but tasteful enough to maintain sophistication. It's the perfect way to show your brand affiliation while looking stylish.</p><h3>Premium Comfort</h3><p>Made from soft, breathable cotton fabric in a versatile gray shade. The neutral base color makes the logo pop while ensuring the shirt pairs easily with jeans, shorts, or joggers. The fabric is pre-washed to prevent shrinkage and maintain its shape over time.</p><h3>Modern Athletic Fit</h3><p>Cut with a modern fit that's neither too tight nor too loose, this t-shirt flatters various body types. The fit is slightly tapered for a contemporary silhouette without sacrificing comfort or freedom of movement.</p><h3>Built to Last</h3><p>The logo is printed using durable, fade-resistant inks that withstand repeated washing. Unlike cheap screen prints that crack and peel, our printing process ensures the design stays vibrant and intact wear after wear.</p><h3>Key Features</h3><ul><li>Prominent branded logo design</li><li>Soft, breathable cotton fabric</li><li>Versatile gray color</li><li>Modern, flattering fit</li><li>Fade-resistant logo print</li><li>Pre-shrunk for consistent sizing</li><li>Reinforced neckline and shoulders</li><li>Easy care - machine washable</li></ul><h3>Perfect For</h3><ul><li>Casual everyday wear</li><li>Weekend outings</li><li>Gym and athletic activities</li><li>Brand events and meetups</li><li>Streetwear styling</li></ul><h3>Care Instructions</h3><p>Machine wash cold with similar colors. Turn inside out before washing to protect the logo print. Tumble dry low or hang dry. Do not iron directly on the logo.</p>",,,taxable,,1,,0,0,0.5,10,12,0.5,1,,,18,Brandy Clothing > Brandy Tshirts,Brandy Demo,,https://images.wpbrandy.com/uploads/wc-product-compress-img-t-shirt-with-logo-1.webp,,,,,,,,,0,Color,Gray,1,1,,,,,1,,,,
0,simple,Woo-beanie-logo,Beanie with Logo,1,0,visible,"<p>Stay warm and show your style with this <strong>premium beanie featuring our embroidered logo</strong>. The bold red color makes you stand out from the crowd.</p> <p>✓ Embroidered logo detail<br>✓ Soft knit fabric<br>✓ Stretches to fit<br>✓ Cozy & warm<br>✓ Winter essential</p>","<h3>Premium Branded Winter Essential</h3><p>Combine warmth with brand pride in our <strong>Beanie with Embroidered Logo</strong>. This isn't your basic winter hat – it's a premium accessory that keeps you warm while showcasing your style and brand loyalty.</p><h3>Quality Embroidered Branding</h3><p>The logo isn't just printed on – it's <strong>expertly embroidered</strong> for a premium look and feel. The raised embroidery adds texture and dimension while ensuring the logo won't fade, crack, or peel like printed alternatives. It's a mark of quality that's immediately noticeable.</p><h3>Bold Statement Color</h3><p>The vibrant red color demands attention. Perfect for standing out in winter's gray and neutral palette, this beanie adds a pop of energy to any cold-weather outfit. The color is rich, saturated, and maintains its vibrancy even after repeated washing.</p><h3>Superior Warmth & Comfort</h3><p>Crafted from soft, high-quality knit fabric that provides excellent insulation. The material is thick enough to keep you warm in cold weather but breathable enough to prevent overheating. The interior is soft against your skin, with no itching or irritation.</p><h3>Universal Fit</h3><p>The stretchy knit construction accommodates a wide range of head sizes comfortably. The fold-over cuff design allows you to adjust the coverage and fit according to your preference and head size. It stays put without being too tight.</p><h3>Features & Benefits</h3><ul><li>Premium embroidered logo (not printed)</li><li>Bold, vibrant red color</li><li>Soft, comfortable knit fabric</li><li>Excellent warmth retention</li><li>Stretchy one-size-fits-most design</li><li>Fold-over cuff for adjustable fit</li><li>Durable construction</li><li>Fade-resistant color</li></ul><h3>Perfect For</h3><ul><li>Winter outdoor activities</li><li>Skiing and snowboarding</li><li>Supporting your favorite brand</li><li>Cold-weather commuting</li><li>Sporting events</li><li>Gift giving</li></ul><h3>Care & Maintenance</h3><p>Hand wash cold with mild detergent and lay flat to dry for best results. Can also be gently machine washed in a mesh laundry bag on delicate cycle. Do not bleach or iron.</p>",,,taxable,,1,,0,0,0.2,6,4,1,1,,18,20,Brandy Clothing > Brandy Accessories,Brandy Demo,,https://images.wpbrandy.com/uploads/wc-product-compress-img-beanie-with-logo-1.webp,,,,,,,,,0,Color,Red,1,1,,,,,1,,,,
0,grouped,logo-collection,Logo Collection,1,0,visible,"<p><strong>Complete branded collection bundle</strong> - Get all your favorite logo items together! This collection includes our most popular branded merchandise at a great value.</p> <p>✓ Multiple items included<br>✓ Perfect gift set<br>✓ Show your brand loyalty<br>✓ Great value bundle</p>","<h3>The Ultimate Brand Collection</h3><p>For true brand enthusiasts, we present the <strong>Logo Collection</strong> – a carefully curated selection of our best logo items bundled together. This collection represents the complete brand experience, allowing you to show your support and style across different occasions and seasons.</p><h3>What's in the Collection</h3><p>This grouped product brings together our most popular logo items in one convenient package. Each piece features our signature branding and is designed to work together as a cohesive collection. Mix and match items from this collection to create countless outfit combinations.</p><h3>Premium Brand Identity</h3><p>Every item in this collection proudly displays our logo using premium techniques – whether embroidered, printed, or woven. These aren't cheap promotional giveaways; they're quality pieces you'll actually want to wear. The consistent branding across all items creates a unified look that makes a statement.</p><h3>Complete Wardrobe Solution</h3><p>From casual t-shirts for warm days to cozy hoodies for cold weather, this collection covers your wardrobe needs across seasons. Each piece maintains its individual quality and style while contributing to a cohesive branded aesthetic.</p><h3>Perfect for Brand Enthusiasts</h3><p>Whether you're a dedicated fan, team member, or simply love the brand, this collection gives you everything you need to express your affiliation. It's also perfect as a comprehensive gift for someone special who shares your brand passion.</p><h3>Collection Highlights</h3><ul><li>Multiple coordinated logo items</li><li>Consistent branding across all pieces</li><li>Mix and match versatility</li><li>All-season coverage</li><li>Premium quality materials</li><li>Various styles for different occasions</li><li>Great value when purchased together</li></ul><h3>Why Choose the Collection</h3><ul><li>Complete brand experience</li><li>Coordinated items work together</li><li>Better value than buying separately</li><li>Perfect gift option</li><li>Show comprehensive brand support</li><li>Covers multiple wardrobe needs</li></ul><h3>Items Included</h3><p>This grouped product allows you to select from our premium logo items. Choose the specific pieces you want, or get them all for the complete collection experience. Each item maintains its individual quality standards and sizing options.</p><h3>Buying as a Collection</h3><p>When you purchase items from this collection, you're not just buying clothes – you're investing in a complete brand identity. Wear these pieces together or separately to express your style while showing brand pride.</p>",,,taxable,,1,,0,0,,,,,1,,,,Brandy Clothing,Brandy Demo,,"https://images.wpbrandy.com/uploads/wc-product-compress-img-logo-1.webp, https://images.wpbrandy.com/uploads/wc-product-compress-img-beanie-with-logo-1.webp, https://images.wpbrandy.com/uploads/wc-product-compress-img-t-shirt-with-logo-1.webp, https://images.wpbrandy.com/uploads/wc-product-compress-img-hoodie-with-logo-2.webp",,,,"woo-hoodie-with-logo, woo-tshirt, woo-beanie",,,,,0,,,,,,,,,1,,,,
0,external,wp-pennant,WordPress Pennant,1,0,visible,"<p><strong>Official WordPress pennant</strong> - Show your WordPress pride with this decorative pennant. Perfect for your office, studio, or home workspace.</p> <p>✓ Official WordPress merchandise<br>✓ High-quality materials<br>✓ Great for decoration<br>✓ Support WordPress community</p>","<h3>Celebrate Open Source with Official WordPress Decor</h3><p>Display your love for WordPress and open-source software with this <strong>Official WordPress Pennant</strong>. More than just decoration, it's a statement of your values and passion for the platform that powers over 40% of the web.</p><h3>Authentic WordPress Merchandise</h3><p>This is the real deal – official WordPress merchandise from the WordPress Foundation's swag store. When you purchase this pennant, you're not buying a knockoff; you're getting authentic, licensed WordPress gear. Every purchase also supports the WordPress open-source project.</p><h3>Perfect for Your Creative Space</h3><p>Whether you're a developer, designer, blogger, or WordPress enthusiast, this pennant is perfect for personalizing your workspace. Hang it in your home office, studio, agency, or even your bedroom to show your WordPress pride. It's a great conversation starter and signals your affiliation with the WordPress community.</p><h3>Quality Construction</h3><p>Made from durable materials with quality printing that resists fading. The classic pennant shape and iconic WordPress logo create a timeless look that complements any workspace aesthetic. The materials are sturdy enough to maintain their shape while being lightweight for easy hanging.</p><h3>Support Open Source</h3><p>By purchasing official WordPress merchandise, you're supporting the WordPress Foundation and the continued development of free, open-source software. It's a small way to give back to the platform that enables millions of websites worldwide.</p><h3>Product Details</h3><ul><li>Official WordPress Foundation merchandise</li><li>Classic pennant design</li><li>Iconic WordPress logo</li><li>Durable, quality materials</li><li>Fade-resistant printing</li><li>Easy to hang</li><li>Perfect size for any wall</li></ul><h3>Ideal For</h3><ul><li>WordPress developers and designers</li><li>Bloggers and content creators</li><li>Digital agencies and studios</li><li>Home office decoration</li><li>Gift for WordPress enthusiasts</li><li>WordCamp attendees</li></ul><h3>Purchase Information</h3><p>This product is available through the official WordPress Mercantile store. When you click the purchase button, you'll be directed to the WordPress swag store to complete your order securely. Shipping options and international availability vary based on the official store's policies.</p><h3>Join the Community</h3><p>Owning official WordPress merchandise connects you to a global community of millions who build, create, and innovate using WordPress. It's more than merch – it's a badge of membership in one of tech's most vibrant communities.</p>",,,taxable,,1,,0,0,,,,,1,,,11.05,Brandy Decor,Brandy Demo,,https://images.wpbrandy.com/uploads/wc-product-compress-img-pennant-1.webp,,,,,,,https://mercantile.wordpress.org/product/wordpress-pennant/,Buy on the WordPress swag store!,0,,,,,,,,,1,,,,
0,variation,woo-hoodie-blue-logo,"Hoodie - Blue, Yes",1,0,visible,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. Cras placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,taxable,,1,,0,0,,,,,0,,,45,,Brandy Demo,,https://images.wpbrandy.com/uploads/wc-product-compress-img-hoodie-with-logo-2.webp,,,woo-hoodie,,,,,,0,Color,Blue,,1,Logo,Yes,,0,,,,,
